id,name,type,location,criticality,owner,description,ip_address,os,software,processes,dependencies
IT-06786,Serveur Applicatif - Hambourg,Serveur Applicatif,"Hambourg, Allemagne",high,Direction Financière,Serveur Applicatif hébergeant des applications critiques pour Communication Interne. Exécute Docker.,192.168.234.213,N/A,Custom TMS,"Sécurité et Conformité, Gestion des Équipages, Gestion des Stocks",
IT-06787,Routeur - Shenzhen,Routeur,"Shenzhen, Chine",critical,Direction Financière,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.221.75,Cisco IOS,Cisco 4000 Series,"Douanes et Réglementations, Gestion des Clients","IT-03055, IT-04362"
IT-06788,Serveur de Fichiers - Brême,Serveur de Fichiers,"Brême, Allemagne",medium,Direction RH,Serveur de Fichiers utilisé pour Suivi des Cargaisons.,192.168.75.156,N/A,Samba,"Planification des Itinéraires, Gestion des Réservations, Gestion des Clients",IT-01481
IT-06789,Pare-feu - Rio de Janeiro,Pare-feu,"Rio de Janeiro, Brésil",medium,Direction Logistique,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.72.215,FortiOS 7.4,FortiGate 2000E,Sécurité et Conformité,"IT-03668, IT-01832, IT-03691"
IT-06790,Équipement Réseau - Tokyo,Équipement Réseau,"Tokyo, Japon",medium,Direction Logistique,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.228.196,FortiOS 7.4,Cisco IOS,"Gestion des Stocks, Planification des Itinéraires, Approvisionnement",
IT-06791,Serveur Applicatif - Los Angeles,Serveur Applicatif,"Los Angeles, États-Unis",high,Direction IT,Serveur Applicatif hébergeant des applications critiques pour Planification des Itinéraires. Exécute Custom TMS.,192.168.107.57,N/A,Custom TMS,Gestion des Clients,"IT-03889, IT-02982, IT-06072"
IT-06792,Serveur - Singapour,Serveur,"Singapour, Singapour",high,Direction Opérations,Serveur hébergeant des applications critiques pour Gestion des Flottes. Exécute Oracle Database.,192.168.34.168,Windows Server 2022,SAP ERP,"Gestion des Équipages, Maintenance des Navires",IT-00276
IT-06793,Imprimante Réseau - Brême,Imprimante Réseau,"Brême, Allemagne",high,Direction Logistique,Imprimante Réseau utilisé pour Finance et Comptabilité.,192.168.226.37,N/A,N/A,"Sécurité et Conformité, Maintenance des Navires","IT-00033, IT-04507"
IT-06794,Serveur Applicatif - Rotterdam,Serveur Applicatif,"Rotterdam, Pays-Bas",low,Direction IT,Serveur Applicatif hébergeant des applications critiques pour Gestion des Réservations. Exécute Custom TMS.,192.168.38.207,N/A,Docker,Communication Interne,
IT-06795,Douchette de Lecture - Nantes,Douchette de Lecture,"Nantes, France",low,Direction IT,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,Gestion des Clients,"IT-02604, IT-00417"
IT-06796,Serveur - Dunkerque,Serveur,"Dunkerque, France",low,Direction Logistique,Serveur hébergeant des applications critiques pour Sécurité et Conformité. Exécute PostgreSQL.,192.168.88.185,Linux (Ubuntu 20.04),Oracle Database,Gestion des Clients,"IT-05513, IT-05809"
IT-06797,Imprimante Réseau - Dubaï,Imprimante Réseau,"Dubaï, Émirats Arabes Unis",low,Direction Financière,Imprimante Réseau utilisé pour Maintenance des Navires.,192.168.243.36,N/A,N/A,"Gestion des Flottes, Analyse des Risques, Communication Interne","IT-02562, IT-02561, IT-05016"
IT-06798,Imprimante Réseau - Shenzhen,Imprimante Réseau,"Shenzhen, Chine",low,Direction Logistique,Imprimante Réseau utilisé pour Communication Interne.,192.168.13.64,N/A,N/A,"Analyse des Risques, Douanes et Réglementations, Gestion des Clients","IT-02293, IT-02354"
IT-06799,Serveur de Sauvegarde - Amsterdam,Serveur de Sauvegarde,"Amsterdam, Pays-Bas",critical,Direction RH,Serveur de Sauvegarde utilisé pour Gestion des Flottes.,192.168.57.247,N/A,Veeam Backup,Gestion des Stocks,"IT-02464, IT-06729"
IT-06800,Serveur Applicatif - New York,Serveur Applicatif,"New York, États-Unis",high,Direction RH,Serveur Applicatif hébergeant des applications critiques pour Gestion des Stocks. Exécute Docker.,192.168.230.154,N/A,Custom TMS,Suivi des Cargaisons,"IT-03815, IT-02593, IT-03653"
IT-06801,Station de Travail - Busan,Station de Travail,"Busan, Corée du Sud",low,Direction Logistique,Station de Travail utilisé pour Maintenance des Navires.,192.168.11.34,N/A,N/A,Sécurité et Conformité,
IT-06802,Imprimante Réseau - New York,Imprimante Réseau,"New York, États-Unis",medium,Direction RH,Imprimante Réseau utilisé pour Analyse des Risques.,192.168.242.30,N/A,N/A,Suivi des Cargaisons,IT-02417
IT-06803,Station de Travail - Tokyo,Station de Travail,"Tokyo, Japon",medium,Direction RH,Station de Travail utilisé pour Gestion des Clients.,192.168.223.50,N/A,N/A,"Douanes et Réglementations, Gestion des Clients","IT-01319, IT-02843, IT-02993"
IT-06804,Poste de Travail Portable - Singapour,Poste de Travail Portable,"Singapour, Singapour",low,Direction RH,Poste de Travail Portable utilisé pour Maintenance des Navires. Configuré avec Microsoft Office 365.,192.168.181.171,Windows 11 Entreprise,Microsoft Office 365,"Gestion des Équipages, Sécurité et Conformité, Planification des Itinéraires",IT-06192
IT-06805,Portique Numérique - Dubaï,Portique Numérique,"Dubaï, Émirats Arabes Unis",medium,Direction Logistique,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.241.60,Embedded Linux,Système de Contrôle Kalmar,"Gestion des Clients, Planification des Itinéraires","IT-02785, IT-05279, IT-06655"
IT-06806,Imprimante Réseau - Dubaï,Imprimante Réseau,"Dubaï, Émirats Arabes Unis",medium,Direction RH,Imprimante Réseau utilisé pour Finance et Comptabilité.,192.168.37.231,N/A,N/A,"Sécurité et Conformité, Finance et Comptabilité, Analyse des Risques","IT-00773, IT-00635, IT-03106"
IT-06807,Serveur Applicatif - Busan,Serveur Applicatif,"Busan, Corée du Sud",critical,Direction RH,Serveur Applicatif hébergeant des applications critiques pour Analyse des Risques. Exécute Docker.,192.168.199.201,N/A,Custom TMS,"Douanes et Réglementations, Suivi des Cargaisons",
IT-06808,Switch - Tokyo,Switch,"Tokyo, Japon",high,Direction RH,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.59.44,Cisco Catalyst 9000,Cisco Catalyst 9000,"Suivi des Cargaisons, Gestion des Réservations","IT-00797, IT-06284"
IT-06809,Routeur - Rotterdam,Routeur,"Rotterdam, Pays-Bas",high,Direction IT,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.81.97,Cisco IOS,Cisco 4000 Series,Suivi des Cargaisons,"IT-02163, IT-01350, IT-06293"
IT-06810,Pare-feu - Yokohama,Pare-feu,"Yokohama, Japon",medium,Direction IT,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.57.159,FortiOS 7.4,FortiGate 2000E,"Suivi des Cargaisons, Gestion des Stocks","IT-03078, IT-04917, IT-02692"
IT-06811,Serveur Applicatif - New York,Serveur Applicatif,"New York, États-Unis",medium,Direction IT,Serveur Applicatif hébergeant des applications critiques pour Ressources Humaines. Exécute Custom TMS.,192.168.168.231,N/A,Custom TMS,"Communication Interne, Finance et Comptabilité",IT-06791
IT-06812,Serveur Web - Busan,Serveur Web,"Busan, Corée du Sud",critical,Direction RH,Serveur Web utilisé pour Gestion des Équipages.,192.168.57.108,N/A,Apache HTTP Server,"Gestion des Réservations, Approvisionnement, Gestion des Flottes","IT-02191, IT-02944, IT-02878"
IT-06813,Portique Numérique - Hambourg,Portique Numérique,"Hambourg, Allemagne",low,Direction Logistique,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.30.44,Embedded Linux,Système de Contrôle Kalmar,Gestion des Stocks,IT-01661
IT-06814,Serveur de Fichiers - Santos,Serveur de Fichiers,"Santos, Brésil",low,Direction IT,Serveur de Fichiers utilisé pour Gestion des Équipages.,192.168.131.207,N/A,Samba,Gestion des Réservations,
IT-06815,Scanneur de Code-Barre - New York,Scanneur de Code-Barre,"New York, États-Unis",critical,Direction RH,Scanneur de Code-Barre utilisé pour Maintenance des Navires.,N/A,N/A,Zebra DS9908,Approvisionnement,IT-04253
IT-06816,Pare-feu - Le Havre,Pare-feu,"Le Havre, France",high,Direction RH,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.254.80,FortiOS 7.4,FortiGate 2000E,Analyse des Risques,IT-05193
IT-06817,Routeur - Hambourg,Routeur,"Hambourg, Allemagne",medium,Direction IT,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.125.64,Cisco IOS,Cisco 4000 Series,"Ressources Humaines, Douanes et Réglementations","IT-06001, IT-02167, IT-03964"
IT-06818,Équipement Réseau - Rotterdam,Équipement Réseau,"Rotterdam, Pays-Bas",medium,Direction RH,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.61.241,Cisco IOS,Cisco IOS,"Approvisionnement, Sécurité et Conformité, Gestion des Flottes",IT-06328
IT-06819,Serveur Applicatif - Rio de Janeiro,Serveur Applicatif,"Rio de Janeiro, Brésil",medium,Direction Financière,Serveur Applicatif hébergeant des applications critiques pour Gestion des Flottes. Exécute Custom TMS.,192.168.6.184,N/A,Custom TMS,"Gestion des Stocks, Suivi des Cargaisons, Analyse des Risques",IT-04544
IT-06820,Station de Travail - Rotterdam,Station de Travail,"Rotterdam, Pays-Bas",high,Direction IT,Station de Travail utilisé pour Douanes et Réglementations.,192.168.143.134,N/A,N/A,"Analyse des Risques, Suivi des Cargaisons, Maintenance des Navires","IT-00141, IT-05236"
IT-06821,Serveur Applicatif - Shanghai,Serveur Applicatif,"Shanghai, Chine",high,Direction Logistique,Serveur Applicatif hébergeant des applications critiques pour Gestion des Flottes. Exécute Custom TMS.,192.168.52.11,N/A,Docker,Douanes et Réglementations,
IT-06822,Pare-feu - Shenzhen,Pare-feu,"Shenzhen, Chine",low,Direction IT,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.98.53,FortiOS 7.4,FortiGate 2000E,"Communication Interne, Analyse des Risques, Approvisionnement",
IT-06823,Terminal d'Impression - Busan,Terminal d'Impression,"Busan, Corée du Sud",medium,Direction Logistique,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.168.229,N/A,Firmware Xerox v5.2,Maintenance des Navires,
IT-06824,Équipement Réseau - Los Angeles,Équipement Réseau,"Los Angeles, États-Unis",low,Direction Logistique,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.248.182,Cisco IOS,Cisco IOS,"Approvisionnement, Douanes et Réglementations, Ressources Humaines",IT-00374
IT-06825,Imprimante Réseau - Dubaï,Imprimante Réseau,"Dubaï, Émirats Arabes Unis",medium,Direction RH,Imprimante Réseau utilisé pour Maintenance des Navires.,192.168.11.164,N/A,N/A,Sécurité et Conformité,"IT-03979, IT-02772"
IT-06826,Serveur - Rotterdam,Serveur,"Rotterdam, Pays-Bas",critical,Direction Logistique,Serveur hébergeant des applications critiques pour Gestion des Stocks. Exécute PostgreSQL.,192.168.103.192,Linux (Ubuntu 20.04),Oracle Database,"Communication Interne, Maintenance des Navires, Gestion des Réservations",IT-05435
IT-06827,Switch - Marseille,Switch,"Marseille, France",low,Direction Opérations,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.153.211,Cisco Catalyst 9000,Cisco Catalyst 9000,"Suivi des Cargaisons, Gestion des Stocks",
IT-06828,Douchette de Lecture - Hambourg,Douchette de Lecture,"Hambourg, Allemagne",medium,Direction IT,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,"Analyse des Risques, Douanes et Réglementations","IT-05315, IT-00628"
IT-06829,Imprimante Réseau - Amsterdam,Imprimante Réseau,"Amsterdam, Pays-Bas",medium,Direction Logistique,Imprimante Réseau utilisé pour Approvisionnement.,192.168.8.138,N/A,N/A,Suivi des Cargaisons,
IT-06830,Scanneur de Code-Barre - Tokyo,Scanneur de Code-Barre,"Tokyo, Japon",critical,Direction Opérations,Scanneur de Code-Barre utilisé pour Suivi des Cargaisons.,N/A,N/A,Zebra DS9908,"Gestion des Clients, Ressources Humaines, Planification des Itinéraires",IT-00320
IT-06831,Serveur Applicatif - Brême,Serveur Applicatif,"Brême, Allemagne",critical,Direction RH,Serveur Applicatif hébergeant des applications critiques pour Gestion des Flottes. Exécute Docker.,192.168.251.1,N/A,Docker,"Analyse des Risques, Gestion des Flottes",IT-03224
IT-06832,Imprimante Réseau - Dubaï,Imprimante Réseau,"Dubaï, Émirats Arabes Unis",medium,Direction IT,Imprimante Réseau utilisé pour Communication Interne.,192.168.83.60,N/A,N/A,Gestion des Flottes,"IT-00731, IT-00057"
IT-06833,Serveur de Bases de Données - Shanghai,Serveur de Bases de Données,"Shanghai, Chine",high,Direction IT,Serveur de Bases de Données hébergeant des applications critiques pour Gestion des Clients. Stocke les données des cargaisons. Capacité: 6 To.,192.168.228.181,N/A,PostgreSQL 14,"Maintenance des Navires, Gestion des Stocks, Gestion des Clients",
IT-06834,Poste de Travail - Rotterdam,Poste de Travail,"Rotterdam, Pays-Bas",low,Direction Financière,Poste de Travail utilisé pour Douanes et Réglementations. Configuré avec PuTTY.,192.168.99.212,Windows 11 Entreprise,Microsoft Office 365,"Ressources Humaines, Analyse des Risques, Gestion des Clients","IT-05584, IT-06691"
IT-06835,Switch - Tokyo,Switch,"Tokyo, Japon",medium,Direction RH,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.54.255,Cisco Catalyst 9000,Cisco Catalyst 9000,"Communication Interne, Planification des Itinéraires, Approvisionnement",IT-00327
IT-06836,Routeur - Dunkerque,Routeur,"Dunkerque, France",medium,Direction Financière,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.127.201,Cisco IOS,Cisco 4000 Series,"Communication Interne, Analyse des Risques, Gestion des Flottes",
IT-06837,Serveur Applicatif - Le Havre,Serveur Applicatif,"Le Havre, France",high,Direction Opérations,Serveur Applicatif hébergeant des applications critiques pour Planification des Itinéraires. Exécute Docker.,192.168.24.111,N/A,Docker,"Gestion des Flottes, Gestion des Stocks, Sécurité et Conformité",IT-05758
IT-06838,Serveur de Sauvegarde - Amsterdam,Serveur de Sauvegarde,"Amsterdam, Pays-Bas",high,Direction Financière,Serveur de Sauvegarde utilisé pour Douanes et Réglementations.,192.168.199.61,N/A,Veeam Backup,Gestion des Réservations,IT-04445
IT-06839,Serveur de Bases de Données - Busan,Serveur de Bases de Données,"Busan, Corée du Sud",critical,Direction RH,Serveur de Bases de Données hébergeant des applications critiques pour Finance et Comptabilité. Stocke les données des cargaisons. Capacité: 3 To.,192.168.123.170,N/A,Oracle Database 19c,Ressources Humaines,IT-01428
IT-06840,Poste de Travail - Yokohama,Poste de Travail,"Yokohama, Japon",low,Direction IT,Poste de Travail utilisé pour Planification des Itinéraires. Configuré avec Microsoft Office 365.,192.168.109.173,Windows 11 Entreprise,Microsoft Office 365,"Approvisionnement, Gestion des Équipages",IT-03039
IT-06841,Serveur de Fichiers - Amsterdam,Serveur de Fichiers,"Amsterdam, Pays-Bas",medium,Direction Opérations,Serveur de Fichiers utilisé pour Ressources Humaines.,192.168.61.49,N/A,Samba,"Ressources Humaines, Douanes et Réglementations","IT-04261, IT-05452, IT-05557"
IT-06842,Scanneur de Code-Barre - Brême,Scanneur de Code-Barre,"Brême, Allemagne",high,Direction Financière,Scanneur de Code-Barre utilisé pour Finance et Comptabilité.,N/A,N/A,Zebra DS9908,"Sécurité et Conformité, Approvisionnement, Gestion des Réservations",IT-05128
IT-06843,Switch - Amsterdam,Switch,"Amsterdam, Pays-Bas",medium,Direction Logistique,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.223.161,Cisco Catalyst 9000,Cisco Catalyst 9000,"Finance et Comptabilité, Gestion des Stocks",IT-06025
IT-06844,Routeur - Los Angeles,Routeur,"Los Angeles, États-Unis",medium,Direction Opérations,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.9.53,Cisco IOS,Cisco 4000 Series,"Ressources Humaines, Planification des Itinéraires","IT-04249, IT-00396"
IT-06845,Serveur de Bases de Données - Hambourg,Serveur de Bases de Données,"Hambourg, Allemagne",medium,Direction IT,Serveur de Bases de Données hébergeant des applications critiques pour Approvisionnement. Stocke les données des clients. Capacité: 10 To.,192.168.179.165,N/A,Oracle Database 19c,Maintenance des Navires,
IT-06846,Serveur Web - Rotterdam,Serveur Web,"Rotterdam, Pays-Bas",medium,Direction Financière,Serveur Web utilisé pour Gestion des Réservations.,192.168.117.240,N/A,Apache HTTP Server,"Gestion des Flottes, Suivi des Cargaisons","IT-02737, IT-06708"
IT-06847,Serveur Applicatif - Busan,Serveur Applicatif,"Busan, Corée du Sud",high,Direction Financière,Serveur Applicatif hébergeant des applications critiques pour Finance et Comptabilité. Exécute Custom TMS.,192.168.191.229,N/A,Docker,"Gestion des Réservations, Planification des Itinéraires, Approvisionnement",IT-04148
IT-06848,Équipement Réseau - Singapour,Équipement Réseau,"Singapour, Singapour",low,Direction Opérations,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.250.206,Cisco IOS,Cisco IOS,"Ressources Humaines, Gestion des Réservations, Finance et Comptabilité",IT-02071
IT-06849,Serveur - Singapour,Serveur,"Singapour, Singapour",medium,Direction Opérations,Serveur hébergeant des applications critiques pour Finance et Comptabilité. Exécute SAP ERP.,192.168.160.111,Linux (Ubuntu 20.04),Oracle Database,"Maintenance des Navires, Communication Interne",
IT-06850,Équipement Réseau - Busan,Équipement Réseau,"Busan, Corée du Sud",medium,Direction RH,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.68.124,FortiOS 7.4,Cisco IOS,"Gestion des Équipages, Communication Interne, Ressources Humaines","IT-00847, IT-05757"
IT-06851,Pare-feu - Los Angeles,Pare-feu,"Los Angeles, États-Unis",medium,Direction RH,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.10.81,FortiOS 7.4,FortiGate 2000E,"Douanes et Réglementations, Maintenance des Navires, Approvisionnement","IT-03288, IT-02731, IT-00994"
IT-06852,Douchette de Lecture - Dubaï,Douchette de Lecture,"Dubaï, Émirats Arabes Unis",medium,Direction Logistique,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,Finance et Comptabilité,"IT-03928, IT-05405, IT-02700"
IT-06853,Poste de Travail Portable - Yokohama,Poste de Travail Portable,"Yokohama, Japon",low,Direction IT,Poste de Travail Portable utilisé pour Sécurité et Conformité. Configuré avec Microsoft Office 365.,192.168.50.19,Windows 11 Entreprise,Microsoft Office 365,"Gestion des Clients, Ressources Humaines, Gestion des Équipages",
IT-06854,Terminal d'Impression - Amsterdam,Terminal d'Impression,"Amsterdam, Pays-Bas",critical,Direction Opérations,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.226.98,N/A,Firmware Xerox v5.2,"Gestion des Clients, Analyse des Risques, Communication Interne",IT-05278
IT-06855,Serveur de Fichiers - Singapour,Serveur de Fichiers,"Singapour, Singapour",high,Direction Logistique,Serveur de Fichiers utilisé pour Analyse des Risques.,192.168.74.62,N/A,Samba,Maintenance des Navires,IT-03781
IT-06856,Équipement Réseau - Rotterdam,Équipement Réseau,"Rotterdam, Pays-Bas",low,Direction RH,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.154.168,Cisco IOS,Cisco IOS,"Suivi des Cargaisons, Approvisionnement, Gestion des Clients","IT-00639, IT-00119, IT-01132"
IT-06857,Serveur de Fichiers - Ningbo,Serveur de Fichiers,"Ningbo, Chine",medium,Direction IT,Serveur de Fichiers utilisé pour Approvisionnement.,192.168.12.133,N/A,Samba,Maintenance des Navires,"IT-06639, IT-02073, IT-00589"
IT-06858,Scanneur de Code-Barre - Santos,Scanneur de Code-Barre,"Santos, Brésil",medium,Direction Financière,Scanneur de Code-Barre utilisé pour Maintenance des Navires.,N/A,N/A,Zebra DS9908,"Approvisionnement, Planification des Itinéraires, Communication Interne",
IT-06859,Poste de Travail Portable - Nantes,Poste de Travail Portable,"Nantes, France",medium,Direction RH,Poste de Travail Portable utilisé pour Douanes et Réglementations. Configuré avec Microsoft Office 365.,192.168.148.234,Windows 11 Entreprise,Microsoft Office 365,"Gestion des Équipages, Gestion des Flottes",IT-02057
IT-06860,Douchette de Lecture - Santos,Douchette de Lecture,"Santos, Brésil",medium,Direction Logistique,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,Gestion des Équipages,"IT-04463, IT-02403, IT-03607"
IT-06861,Poste de Travail Portable - Hambourg,Poste de Travail Portable,"Hambourg, Allemagne",medium,Direction Logistique,Poste de Travail Portable utilisé pour Gestion des Réservations. Configuré avec Microsoft Office 365.,192.168.175.40,Windows 11 Entreprise,Microsoft Office 365,Gestion des Équipages,"IT-03740, IT-02941, IT-05495"
IT-06862,Portique Numérique - Busan,Portique Numérique,"Busan, Corée du Sud",high,Direction Opérations,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.160.150,Embedded Linux,Système de Contrôle Kalmar,"Douanes et Réglementations, Analyse des Risques, Suivi des Cargaisons","IT-03677, IT-00862"
IT-06863,Serveur de Sauvegarde - Houston,Serveur de Sauvegarde,"Houston, États-Unis",low,Direction Opérations,Serveur de Sauvegarde utilisé pour Finance et Comptabilité.,192.168.121.100,N/A,Veeam Backup,Sécurité et Conformité,"IT-05350, IT-05239"
IT-06864,Serveur de Bases de Données - Brême,Serveur de Bases de Données,"Brême, Allemagne",medium,Direction Logistique,Serveur de Bases de Données hébergeant des applications critiques pour Gestion des Équipages. Stocke les données des clients. Capacité: 8 To.,192.168.69.125,N/A,PostgreSQL 14,"Gestion des Clients, Sécurité et Conformité",IT-03797
IT-06865,Scanneur de Code-Barre - Le Havre,Scanneur de Code-Barre,"Le Havre, France",low,Direction Logistique,Scanneur de Code-Barre utilisé pour Maintenance des Navires.,N/A,N/A,Zebra DS9908,"Gestion des Stocks, Gestion des Flottes","IT-06010, IT-05440, IT-03508"
IT-06866,Serveur - Singapour,Serveur,"Singapour, Singapour",medium,Direction Logistique,Serveur hébergeant des applications critiques pour Gestion des Flottes. Exécute SAP ERP.,192.168.148.166,Windows Server 2022,PostgreSQL,"Planification des Itinéraires, Sécurité et Conformité, Gestion des Clients",IT-05711
IT-06867,Serveur de Fichiers - Dubaï,Serveur de Fichiers,"Dubaï, Émirats Arabes Unis",medium,Direction Logistique,Serveur de Fichiers utilisé pour Suivi des Cargaisons.,192.168.246.174,N/A,Samba,Douanes et Réglementations,IT-06356
IT-06868,Serveur - Nantes,Serveur,"Nantes, France",medium,Direction Financière,Serveur hébergeant des applications critiques pour Approvisionnement. Exécute Oracle Database.,192.168.121.222,Windows Server 2022,Oracle Database,Gestion des Stocks,"IT-05286, IT-04587"
IT-06869,Portique Numérique - Hambourg,Portique Numérique,"Hambourg, Allemagne",high,Direction IT,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.149.26,Embedded Linux,Système de Contrôle Kalmar,"Suivi des Cargaisons, Gestion des Stocks","IT-05465, IT-06810"
IT-06870,Poste de Travail - Brême,Poste de Travail,"Brême, Allemagne",high,Direction IT,Poste de Travail utilisé pour Gestion des Équipages. Configuré avec Microsoft Office 365.,192.168.98.71,macOS Monterey,Microsoft Office 365,"Gestion des Clients, Analyse des Risques",
IT-06871,Poste de Travail Portable - Rio de Janeiro,Poste de Travail Portable,"Rio de Janeiro, Brésil",low,Direction Opérations,Poste de Travail Portable utilisé pour Douanes et Réglementations. Configuré avec Microsoft Office 365.,192.168.131.42,Windows 11 Entreprise,Microsoft Office 365,Finance et Comptabilité,"IT-01061, IT-02066"
IT-06872,Serveur de Sauvegarde - Singapour,Serveur de Sauvegarde,"Singapour, Singapour",low,Direction RH,Serveur de Sauvegarde utilisé pour Finance et Comptabilité.,192.168.80.165,N/A,Veeam Backup,Approvisionnement,IT-05293
IT-06873,Serveur - Amsterdam,Serveur,"Amsterdam, Pays-Bas",low,Direction RH,Serveur hébergeant des applications critiques pour Finance et Comptabilité. Exécute SAP ERP.,192.168.183.217,Windows Server 2022,SAP ERP,"Gestion des Stocks, Douanes et Réglementations, Planification des Itinéraires",IT-01633
IT-06874,Terminal d'Impression - Rio de Janeiro,Terminal d'Impression,"Rio de Janeiro, Brésil",critical,Direction Opérations,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.49.11,N/A,Firmware Xerox v5.2,Gestion des Stocks,IT-05348
IT-06875,Scanneur de Code-Barre - Busan,Scanneur de Code-Barre,"Busan, Corée du Sud",medium,Direction Logistique,Scanneur de Code-Barre utilisé pour Approvisionnement.,N/A,N/A,Zebra DS9908,"Finance et Comptabilité, Suivi des Cargaisons, Analyse des Risques",
IT-06876,Serveur de Fichiers - Shanghai,Serveur de Fichiers,"Shanghai, Chine",high,Direction Opérations,Serveur de Fichiers utilisé pour Finance et Comptabilité.,192.168.58.203,N/A,Samba,"Maintenance des Navires, Communication Interne",
IT-06877,Serveur Web - Brême,Serveur Web,"Brême, Allemagne",low,Direction Financière,Serveur Web utilisé pour Communication Interne.,192.168.167.130,N/A,Nginx,"Gestion des Équipages, Gestion des Stocks",
IT-06878,Serveur de Bases de Données - Rotterdam,Serveur de Bases de Données,"Rotterdam, Pays-Bas",low,Direction Opérations,Serveur de Bases de Données hébergeant des applications critiques pour Suivi des Cargaisons. Stocke les données des clients. Capacité: 7 To.,192.168.66.152,N/A,PostgreSQL 14,"Communication Interne, Gestion des Stocks",
IT-06879,Scanneur de Code-Barre - Busan,Scanneur de Code-Barre,"Busan, Corée du Sud",high,Direction RH,Scanneur de Code-Barre utilisé pour Douanes et Réglementations.,N/A,N/A,Zebra DS9908,"Gestion des Réservations, Communication Interne","IT-05434, IT-04769, IT-06591"
IT-06880,Scanneur de Code-Barre - Santos,Scanneur de Code-Barre,"Santos, Brésil",low,Direction Logistique,Scanneur de Code-Barre utilisé pour Suivi des Cargaisons.,N/A,N/A,Zebra DS9908,"Communication Interne, Sécurité et Conformité","IT-02830, IT-04426, IT-02964"
IT-06881,Serveur de Bases de Données - Busan,Serveur de Bases de Données,"Busan, Corée du Sud",critical,Direction Logistique,Serveur de Bases de Données hébergeant des applications critiques pour Communication Interne. Stocke les données des clients. Capacité: 4 To.,192.168.232.43,N/A,Oracle Database 19c,Approvisionnement,
IT-06882,Poste de Travail - Tokyo,Poste de Travail,"Tokyo, Japon",low,Direction Opérations,Poste de Travail utilisé pour Maintenance des Navires. Configuré avec PuTTY.,192.168.88.20,macOS Monterey,PuTTY,Sécurité et Conformité,
IT-06883,Équipement Réseau - Hambourg,Équipement Réseau,"Hambourg, Allemagne",low,Direction Logistique,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.95.251,Cisco IOS,Cisco IOS,Analyse des Risques,"IT-06357, IT-01718"
IT-06884,Équipement Réseau - Tokyo,Équipement Réseau,"Tokyo, Japon",high,Direction Logistique,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.44.77,Cisco IOS,Cisco IOS,"Analyse des Risques, Douanes et Réglementations",
IT-06885,Imprimante Réseau - Dunkerque,Imprimante Réseau,"Dunkerque, France",medium,Direction IT,Imprimante Réseau utilisé pour Analyse des Risques.,192.168.123.86,N/A,N/A,Ressources Humaines,IT-02717
